Text,clean_text,Sentiment
"I'm gluten free and on the go. Grabbing this on my way in or out is a quick and easy way to ease hunger or cravings.  And it is so good for you, too!",gluten free go grabbing way quick easy way ease hunger cravings good,Positive
"I agree with the other reviewer in that the large candy companies just can't compete when it comes to one thing: quality.  How would they?  They're in the business of mass production.  That's why this small-town, small-batch-made candy is the best you'll ever taste out of a package.  It makes the other candy companies pale in comparison.  Being from Ohio, I also grew up on Mallo cups but found it hard to find in DC/Northern Virginia, though it's at some Mom and Pop convenient marts in the country.  Still, now that I can purchase online, I plan to dole it out to friends and family to get them hooked and then tell them how to order themselves so that this company never goes out of business.  At least not if I can help it.  You won't regret trying this product if you never have.",agree reviewer large candy companies compete comes one thing quality would business mass production small town small batch made candy best ever taste package makes candy companies pale comparison ohio also grew mallo cups found hard find dc northern virginia though mom pop convenient marts country still purchase online plan dole friends family get hooked tell order company never goes business least help regret trying product never,Positive
I finally found a hot cocoa for the keurig that isn't too sweet. I made a cup the day it came in the mail and from the first sip I was hooked. From now on this will be the only hot cocoa I drink.,finally found hot cocoa keurig sweet made cup day came mail first sip hooked hot cocoa drink,Positive
These dried chicken breasts are a healthy treat. They are expensive so my dogs each get 2 a day. Happy Hips are $16 a bag in grocery and pet stores so 3 bags for $30 is a real deal and they are worth it.,dried chicken breasts healthy treat expensive dogs get day happy hips bag grocery pet stores bags real deal worth,Positive
"I ordered this item with hesitation. My daughters both love everything to do with bananas so much i decided to order it for the new year. I was pleasantly surprised. The shipping was fast and the items were packed excellently! I ordered 3 bottles of banana and 3 of watermelon soda. My total shipping was just over $8 because of ordering a higher quantity of these sodas. They both tasted great! Very light on flavor, not overpowering or heavily fake, but very nice and lightly sweet. They were great! The items were so securely packed it would have taken a lot to damage them. I was very well pleased. AND THE BOTTLES!! These were the most unusual glass soda bottles I have ever seen. The top plastic piece comes off and reveals a plastic break off tool to use to open the bottle which is sealed by a glass bead. You push the tool onto the  bead and it pops inside the bottle and is securely kept inside the upper portion of the bottle. The experience of opening these sodas was as enjoyable as drinking them. I will purchase them again!!",ordered item hesitation daughters love everything bananas much decided order new year pleasantly surprised shipping fast items packed excellently ordered bottles banana watermelon soda total shipping ordering higher quantity sodas tasted great light flavor overpowering heavily fake nice lightly sweet great items securely packed would taken lot damage well pleased bottles unusual glass soda bottles ever seen top plastic piece comes reveals plastic break tool use open bottle sealed glass bead push tool onto bead pops inside bottle securely kept inside upper portion bottle experience opening sodas enjoyable drinking purchase,Positive
"I have been consuming these coconut bars for several months now after having purchased a small box at HomeGoods. These bars are delicious! They taste like the inside of a Mounds Bar. Only 2 ingredients: shredded coconut & rice syrup. I have purchased the 20 pack box through Amazon a few times. One of the latest boxes contained bars that tasted odd. They were darker in color and did not have the fresh coconut taste I was used to. Perhaps they were in a delivery truck that was hot and the oil in the coconut started to go rancid? Anyway, I contacted the company (Oskri) and their quality department was great. They provided a return shipping label for the unconsumed bars and shipped out a brand new box of 20 bars plus some additional samples to try. I have read some other reviewers that said they didn't like the taste of the bars. It's too bad they didn't try to contact the company because I'm sure they would have sent out a replacement product. I did notice though that the nutrition information has changed even though the weight & contents of the bar are the same. The calories, fat & sugar have all increased (180 cals vs. 246 cals, 11 grams vs. 14 grams, 14 grams vs. 29 grams). That is unfortunate, and I will have to cut down on my consumption. However, these bars really do taste yummy! They are soft, chewy, sweet & fresh. My husband and I love them, and I have gotten a few friends hooked on them too!",consuming coconut bars several months purchased small box homegoods bars delicious taste like inside mounds bar ingredients shredded coconut rice syrup purchased pack box amazon times one latest boxes contained bars tasted odd darker color fresh coconut taste used perhaps delivery truck hot oil coconut started go rancid anyway contacted company oskri quality department great provided return shipping label unconsumed bars shipped brand new box bars plus additional samples try read reviewers said like taste bars bad try contact company sure would sent replacement product notice though nutrition information changed even though weight contents bar calories fat sugar increased cals vs cals grams vs grams grams vs grams unfortunate cut consumption however bars really taste yummy soft chewy sweet fresh husband love gotten friends hooked,Positive
"This wheatgrass grows itself. I load a shallow tray with dirt, add fertilizer, fill it with seeds, lightly cover with more dirt,water and thick wheatgrass in 7 days. What's not to like?!",wheatgrass grows load shallow tray dirt add fertilizer fill seeds lightly cover dirt water thick wheatgrass days like,Negative
"Well, what can I say. It's oregano and it's a lot of it. I think I'll die of old age before I consume this whole thing. The weight looks like this isn't too much, but it's dried leaves, very light. Oregano is supposed to be very high in antioxidants, so there you have it. I have to say that all these health-related rules of thumbs are confusing, and you can find reports claiming directly opposite things, for example, isolated antioxidants (pills, basically) don't seem to do squat in humans (in petri dishes they do work). But when consumed as food they seem to work, and oregano is very rich in this stuff. And, all else aside, it tastes great, so this option here is clearly recommended, at least because it's cheaper than buying small jars in stores. I'm very satisfied with this product, and I will gladly reorder (assuming I live long enough to need a refill!).",well say oregano lot think die old age consume whole thing weight looks like much dried leaves light oregano supposed high antioxidants say health related rules thumbs confusing find reports claiming directly opposite things example isolated antioxidants pills basically seem squat humans petri dishes work consumed food seem work oregano rich stuff else aside tastes great option clearly recommended least cheaper buying small jars stores satisfied product gladly reorder assuming live long enough need refill,Positive
"I bought this on Amazon becuase it disappeared from real stores. In comparison with the tea that was available in regular stores, this one has a sour off-taste, presumably, due to its oldness.",bought amazon becuase disappeared real stores comparison tea available regular stores one sour taste presumably due oldness,Negative
"These taste great, and they are so airy like cheetoes puffs but not all greasy.  Sodium is lower than most other salty snacks but still sates my craving.  Great product!!",taste great airy like cheetoes puffs greasy sodium lower salty snacks still sates craving great product,Positive
"Except for the promise of a wider variety of flavors in this order of Belly Flops, I really love them.  They have the most original and distinctive tastes and are truly full-bodied.",except promise wider variety flavors order belly flops really love original distinctive tastes truly full bodied,Positive
This tea is so good. It has a strong vanilla flavor and mixes well with half and half. It's almost like a desert by itself.  Delicious.,tea good strong vanilla flavor mixes well half half almost like desert delicious,Positive
None better in my opinion. My daughter and niece agree with me. No rubbery texture. Very sweet.,none better opinion daughter niece agree rubbery texture sweet,Positive
"These are delicious and amazon's price is great! The batch I got has an expires in July 2013, which I think is very reasonable.",delicious amazon price great batch got expires july think reasonable,Positive
"I am deployed overseas and these noodles keep me going. The flavor is robust, the noodles are fresh and the size is plentiful. I order them by the case!",deployed overseas noodles keep going flavor robust noodles fresh size plentiful order case,Positive
I do not like the chips! They are not to my liking and I do not think I will order them again even though I like sweet potato!,like chips liking think order even though like sweet potato,Positive
couldnt find schwepps bitter lemon any where so i tryed the fever tree bitter lemons this is great stuff,couldnt find schwepps bitter lemon tryed fever tree bitter lemons great stuff,Positive
"This flavor tastes very good. Great product!!! I subscribed to receive one box every 6 months, very convenient and great service.",flavor tastes good great product subscribed receive one box every months convenient great service,Positive
"The Dark Magic was highly recommended by others, and I tried it. It is really good coffee, in both decaf and regular. It is my K-cup of choice for a great cuppa joe on a break from a busy day.<br />On special occasions I like the flavored stuff, but when you want a good, honest cup- this is it for me.",dark magic highly recommended others tried really good coffee decaf regular k cup choice great cuppa joe break busy day br special occasions like flavored stuff want good honest cup,Positive
I was so happy to be able to find this on Amazon.  No store within 50 miles of my home carries it anymore.,happy able find amazon store within miles home carries anymore,Positive
"These snacks are great for kids.  My three year old is very picky, and he loves them.  They are easily portable, since the bag is resealable.  I like the fact that there are no additives, it's just fruit.  Highly recommend them to all.",snacks great kids three year old picky loves easily portable since bag resealable like fact additives fruit highly recommend,Positive
"This smelled great, but was waaaaaay to gingery for me.  The ginger spice was so ""hot"" that it made the product difficult to drink.  Was not a fan at all.",smelled great waaaaaay gingery ginger spice hot made product difficult drink fan,Positive
"I love the Ka-Me seaweed flavored rice crackers.  Until now I could only find them when I visited Florida.  Now that I can order them on Amazon.com, I will be doing it regularly.  As a bonus, they are less expensive ordering them than purchasing them in the grocery store.",love ka seaweed flavored rice crackers could find visited florida order amazon com regularly bonus less expensive ordering purchasing grocery store,Positive
"This drink is tasty and made with some pretty simple and natural ingredients. However, carbonation is added (in true kombucha it is a natural part of fermentation) and the drink is obviously pasteurized, which destroys any live culture (and thusly the probiotics that make kombucha popular as a health drink).",drink tasty made pretty simple natural ingredients however carbonation added true kombucha natural part fermentation drink obviously pasteurized destroys live culture thusly probiotics make kombucha popular health drink,Positive
My kids love these and I love giving them a treat that is not full of artificial junk. I have also tried them and they are very good.,kids love love giving treat full artificial junk also tried good,Positive
"This looks great in my kitchen, and holds a lot of k-cups. It is not flimsy, and I think It will last for a long time, If you want a nice looking k-cup holder, I think you should get this one.",looks great kitchen holds lot k cups flimsy think last long time want nice looking k cup holder think get one,Positive
Not what I was expecting and will not order again. I was looking for dried fruit. This product was powdery and what wasn't was hard.,expecting order looking dried fruit product powdery hard,Negative
"REALLY great gluten free cookies.  The taste/texture lead you to believe they are ""regular"" cookies.  Have had my sisters, who are NOT celiac try them and they loved them.  These cookies are the closest thing to ""REAL"", not GF cookies. Love them!",really great gluten free cookies taste texture lead believe regular cookies sisters celiac try loved cookies closest thing real gf cookies love,Positive
Brought several trees they all died within 4 month's. I have a lot of experience with both Bonsai and Orchids. I have some who are over 10 years old. Maybe it's the shipping or the fact I brought them when it was cold i'm not sure. But I won't buy them that way again.,brought several trees died within month lot experience bonsai orchids years old maybe shipping fact brought cold sure buy way,Negative
"It's coconut flavored, either you'll like it or not.  I was actually surprised since I'm not a big fan of coconut, but I liked this coffee.  Not my favorite, but nice on occasion.",coconut flavored either like actually surprised since big fan coconut liked coffee favorite nice occasion,Positive
"And we have tried a few. This tea is flavorful but does not have a strong medicinal odor, it is smooth and balanced. Presentation is good also, including the tea bag, the string, the sealed individual packaging. We purchased a four-box package and shared; Will be buying again before we run out. A very good product!",tried tea flavorful strong medicinal odor smooth balanced presentation good also including tea bag string sealed individual packaging purchased four box package shared buying run good product,Positive
"This was much chunkier than I expected.  Our baby still can't handle lumpy food, so he wouldn't eat it at first.  But after I pureed it smooth, he loved it.",much chunkier expected baby still handle lumpy food eat first pureed smooth loved,Positive
"The only question I have each time I take the pitch is...Golazo Energy+Hydration or Golazo Hydration?  The mango lime flavor is fantastic and I really like the all-natural approach.  This stuff is way better than Red Bull, Monster, etc.",question time take pitch golazo energy hydration golazo hydration mango lime flavor fantastic really like natural approach stuff way better red bull monster etc,Positive
"I was pleasently surprised about how soft this cookie was.  It had great flavor, I couldnt even tell there were raisins in the cookie, which is great because I dont normally like raisins.  I like that they come individually wrapped so that all the cookies don't dry out when you want to eat one.  Great snack to take on the go!",pleasently surprised soft cookie great flavor couldnt even tell raisins cookie great dont normally like raisins like come individually wrapped cookies dry want eat one great snack take go,Positive
"This tea is so refreshing on a hot summer day, I love it iced with stevia. I haven't tried it warm yet though I think it would be good.",tea refreshing hot summer day love iced stevia tried warm yet though think would good,Positive
My 7 month old golden retriever enjoys these treats! They have helped with training and she basically inhales these when I give them to her.,month old golden retriever enjoys treats helped training basically inhales give,Positive
"Since we have not heard anything from the person we gave the gift to, we don't know if it arrived well and was as good as we've known the Smokehouse brand/company to be.  When we do hear we will review this gift package.  Thank you. freda+",since heard anything person gave gift know arrived well good known smokehouse brand company hear review gift package thank freda,Positive
"I have never ordered sea salt before. i thought this was great. I was afraid it would have some additional flavor that I wouldnt like. Instead it was fresh tasting & natural. I like the pink color, but glad it doesnt come out pink.",never ordered sea salt thought great afraid would additional flavor wouldnt like instead fresh tasting natural like pink color glad doesnt come pink,Positive
Arrived even earlier than expected.  Product has a pleasant taste (unlike many other green protein products).  Will use vendor again.,arrived even earlier expected product pleasant taste unlike many green protein products use vendor,Positive
Happy Squeeze Pumpkin is my absolute favorite snack to have during the day. It has to be refrigerated for the best flavor. I also reach for these when a need a quick snack late at night but do not want something heavy. Plus it is only 90 calories!,happy squeeze pumpkin absolute favorite snack day refrigerated best flavor also reach need quick snack late night want something heavy plus calories,Positive
The power citrus berry is the best flavor of all.  It is so hard to find.  I just want to be able to find enough to keep me supplied at all times for 2 bottles a day.,power citrus berry best flavor hard find want able find enough keep supplied times bottles day,Positive
"I own a very active, healthy border collie/bulldog mix that is 2 years old.  Nine months ago I switched her food from IAMS Healthy Natural dog food to Taste of the Wild and I couldn't be happier with the results. Her coat improved in its shine and texture, her energy level improved and she became slightly leaner. She enjoys the taste of her food and I have been able to free feed her without her putting on excess weight. I highly recommend this brand of dog food.",active healthy border collie bulldog mix years old nine months ago switched food iams healthy natural dog food taste wild happier results coat improved shine texture energy level improved became slightly leaner enjoys taste food able free feed without putting excess weight highly recommend brand dog food,Positive
"This is a nice berry flavored tea, with some hints of other themes. It is pretty straightforward, definitely not a ""complex"" tea. It tastes mainly of strawberry, but there are other flavors in there as well. Overall a great taste when you're looking for a fruity kick.<br /><br />Also note that this is a caffeine free herbal tea, so you can drink it whenever you want!",nice berry flavored tea hints themes pretty straightforward definitely complex tea tastes mainly strawberry flavors well overall great taste looking fruity kick br br also note caffeine free herbal tea drink whenever want,Positive
These Kashi bars are wonderful.  Heat them a little and they are almost like a cinnamon roll.  You will love them.,kashi bars wonderful heat little almost like cinnamon roll love,Positive
"I drink it before the gym.<br />I drink it on a whim.<br />I turn it into shots.<br />I drink this stuff a lot.<br />I think this stuff's the bomb.<br />Drink on, drink on, drink on.",drink gym br drink whim br turn shots br drink stuff lot br think stuff bomb br drink drink drink,Negative
"Bottom line - our dog loves these treats.<br />They are light and crunchy, unlike some other brands that have more moisture in them.",bottom line dog loves treats br light crunchy unlike brands moisture,Positive
"My cat deemed these treats fit for hockey games only.  He wouldn't eat them, but had no problems shooting them under my couch.",cat deemed treats fit hockey games eat problems shooting couch,Negative
"I use spelt flour for a lot of my cooking and this company has this 25lb bag, it helps to get a big bag, and they do a great job with the process of making this flour.",use spelt flour lot cooking company lb bag helps get big bag great job process making flour,Positive
"$60?!?!?!  I just bought this at my local Wal-Mart last night for $12.99.  Yes... I got the ""rare"" orange one for 13 bucks.  Perhaps it is not so ""rare"" after all.",bought local wal mart last night yes got rare orange one bucks perhaps rare,Positive
"One of the best flavor K-Cups available. Fast, accurate delivery and a great price for the product. Would like to see this same deal available in the French roast version",one best flavor k cups available fast accurate delivery great price product would like see deal available french roast version,Positive
"Folks, move along--don't buy this from these people.  They are completely incompetent.<br /><br />As an example, here's how they dealt w/my order 2 weeks ago:<br /><br />1 Waited a WEEK, then called me 6 TIMES, harassing me in the middle of a work meeting.<br />2 No one should EVER ship food 2nd day on Wednesdays--most food companies realize this.  If the shipper does make a mistake, the food is sitting in a warehouse somewhere, rotting.  These people actually WAIT A WEEK AND A HALF, then ship on Wednesdays!  Then they try to blame the shippers for their own inccompetence!<br />3. The owner of this company then, after all the fiasco discussed above, send a nasty email, complaining about my rudeness (yeah, why don't we call him 6 times in a row, during some inconvenient time).  He also blamed the shipping being late on FedEx (um, if you shipped on Tuesday or Monday, this doesn't happen)<br />4. Finally, he tried to claim they had upgraded me for shipping on 2nd day air, when the shipping was FREE for orders over 80 dollats.<br /><br />All in all, this is a really bad company.  If you want headaches, then please feel free and order from these people.<br /><br />My advice?  Order from D'Artagnans--I've dealt with them many times and they are considerate, acknowledge mistakes and at least attemt to rectify mistakes, instead of denying any fault at all.<br /><br />One last thing to sum this up--I ordered A WEEK LATER from Thai Food here on Amazon.  The order showed up 5 DAYS BEFORE THIS DID.  But they're not incompetent--not if you talk to them!",folks move along buy people completely incompetent br br example dealt w order weeks ago br br waited week called times harassing middle work meeting br one ever ship food nd day wednesdays food companies realize shipper make mistake food sitting warehouse somewhere rotting people actually wait week half ship wednesdays try blame shippers inccompetence br owner company fiasco discussed send nasty email complaining rudeness yeah call times row inconvenient time also blamed shipping late fedex um shipped tuesday monday happen br finally tried claim upgraded shipping nd day air shipping free orders dollats br br really bad company want headaches please feel free order people br br advice order artagnans dealt many times considerate acknowledge mistakes least attemt rectify mistakes instead denying fault br br one last thing sum ordered week later thai food amazon order showed days incompetent talk,Negative
"I have been giving my dog these treats since she has been a puppy.  She loves them and were great rewards for her training.  Best of all, they have kept her teeth and gums clean and free of plaque.  I recommend them to all dog owners.  Buying them from Amazon on a recurring basis has been a lifesaver.  These treats do not last long on store shelves so finding them locally has been difficult.  Thanks Amazon for solving my source problem!",giving dog treats since puppy loves great rewards training best kept teeth gums clean free plaque recommend dog owners buying amazon recurring basis lifesaver treats last long store shelves finding locally difficult thanks amazon solving source problem,Positive
"I discovered these in a local health food store when I began searching for seaweed products as a way to add some iodine to my diet. The store carried lots of products, but most were processed with nasty canola oil which I try to avoid as I do all the high-PUFA oils. Then I found SeaSnax which use olive oil!<br /><br />I bought some and the rest was history. Now I buy them in bulk from amazon because the price is much better. Yes, they do have a slightly fishy odor and flavor - but I *like* that. You may not like them as much as I do if that bothers you. But for me they are the perfect snack - great taste, a nice crunchy mouth-feel, low in carbs and calories. No matter what your eating goals or eating style - low carb, low cal, low fat, vegan, etc. these snacks can fill the bill, but you *must* like that slightly fishy taste and scent. However in my case I do!<br /><br />I eat these so often that it's great amazon has them in bulk like this, although my most recent purchase was a 6-pack and not a 12 as I wanted to buy ALL the flavors, not just the plain, so I bought 6-packs of them all. But I'll certainly be ordering again soon. These are one of my favorite food finds of the year.",discovered local health food store began searching seaweed products way add iodine diet store carried lots products processed nasty canola oil try avoid high pufa oils found seasnax use olive oil br br bought rest history buy bulk amazon price much better yes slightly fishy odor flavor like may like much bothers perfect snack great taste nice crunchy mouth feel low carbs calories matter eating goals eating style low carb low cal low fat vegan etc snacks fill bill must like slightly fishy taste scent however case br br eat often great amazon bulk like although recent purchase pack wanted buy flavors plain bought packs certainly ordering soon one favorite food finds year,Positive
I tried this decaf for the 1st time and will order it again.  It is not as strong as some but it still has a robust flavor. Very good value for the price.,tried decaf st time order strong still robust flavor good value price,Positive
"We have a semi-automatic espresso maker and this is what goes in it.  Amazing flavor, no bitter undertones at all, beats the local coffee houses' espresso (which was unexpected for pre-ground).  5 stars!",semi automatic espresso maker goes amazing flavor bitter undertones beats local coffee houses espresso unexpected pre ground stars,Positive
"well, here's what happens when you mix Handi-Snacks and Oreo - you get a snack that is actually pretty tasty and fun to eat!",well happens mix handi snacks oreo get snack actually pretty tasty fun eat,Positive
If you're looking at this you probably already know you like these chips.<br />This is a great deal and I have not had any problems with them going stale.<br />The 1oz bags are a great size for a snack and help avoid over-eating.,looking probably already know like chips br great deal problems going stale br oz bags great size snack help avoid eating,Positive
"For years, I could only find the chocolate flavor at one grocery store.  Then I panicked when I discovered that this store no longer stocks it.  My reaction was to ""Google"" it and, lo and behold, Amazon to the rescue!  This is a quality chocolate malted-milk mix.  It tastes wonderful not only in milk but in non-dairy milk as well, such as soy and rice, so even those who are lactose-intolerant can indulge in this treat!",years could find chocolate flavor one grocery store panicked discovered store longer stocks reaction google lo behold amazon rescue quality chocolate malted milk mix tastes wonderful milk non dairy milk well soy rice even lactose intolerant indulge treat,Positive
"the gum is too sweet,and doesnt last like it used too.. i tested it and in 2 hrs,the gum starts to get really hard to chew,plus the taste is gone.. had to spit it.. i bought another flavor ahead of this,and that one was longer lasting.. i grew tired of chewing it.. just to see how long it will last,but i didnt last! so i guess that's a good review",gum sweet doesnt last like used tested hrs gum starts get really hard chew plus taste gone spit bought another flavor ahead one longer lasting grew tired chewing see long last didnt last guess good review,Negative
Have tried this brand before and love it. These cookies are really good. Will try more from this brand. They know cookies.,tried brand love cookies really good try brand know cookies,Positive
"We've given our dog Zuke's Hip Action for about two years. She had been taking Rimadyl for back problems, but due to some other health problems could no longer take that long term. The Hip Action product is working for her to keep her free from pain and very mobile. It has made a great difference in her quality of life - plus she loves getting her 'treat' every day!",given dog zuke hip action two years taking rimadyl back problems due health problems could longer take long term hip action product working keep free pain mobile made great difference quality life plus loves getting treat every day,Positive
"I just tried the nutty marshmallow and it is awesome.<br />I have problems with some bars due to acid reflux and also gallbladder problems, but this hasn't bothered me yet. Plus at 150 calories it is a pretty lightweight snack, though a little small. Vegan too for those who want vegan treats. It's not made from real marshmallow root (which I was hoping for), but then almost no marshmallow snacks are.",tried nutty marshmallow awesome br problems bars due acid reflux also gallbladder problems bothered yet plus calories pretty lightweight snack though little small vegan want vegan treats made real marshmallow root hoping almost marshmallow snacks,Positive
"The Chocolate is very good but the box it comes in is only 176g with 22 pcs, not 240g as show on the website.<br />If you calculate the 100g price of $5.62 up to the 176g box you get the price of $9.89 which is correct.<br />As a customer I saw the 240g and somewhere that it contains 33 pcs so I ordered 12 boxes (for a show we will attend) to get roughly 396 pcs which would last as for the 3 day show. Now that it only has 22 pcs I am 132 pcs short, so I will have to re-order an additional 6 boxes.",chocolate good box comes g pcs g show website br calculate g price g box get price correct br customer saw g somewhere contains pcs ordered boxes show attend get roughly pcs would last day show pcs pcs short order additional boxes,Positive
"Corn flour isn't treated with lime.  Treating corn flour with lime gives it a fairly distinct bitter aftertaste and a more dense construction.  Chocolate chip cookies made with masa harina, which tastes like the tortillas it's meant for? Little bitter bricks with chocolate chips.  eek.<br /><br />(I wish it were corn flour.  As of this writing, none of the major mills in the Americas--that means North and South--make gluten-free corn flour.  Not even Bob's Red Mill is, anymore, bless them for having the integrity to say so--although I hear you can order it from someplace in Canada.)<br /><br />*This is where we cut to the clueless Texas Roadrunner face.*<br /><br />This is masa harina, sorry guys.",corn flour treated lime treating corn flour lime gives fairly distinct bitter aftertaste dense construction chocolate chip cookies made masa harina tastes like tortillas meant little bitter bricks chocolate chips eek br br wish corn flour writing none major mills americas means north south make gluten free corn flour even bob red mill anymore bless integrity say although hear order someplace canada br br cut clueless texas roadrunner face br br masa harina sorry guys,Positive
"I ordered these, after they came, found that ginger is the 4th ingredient. Can't taste the ginger at all. I have purchased other brands, where the ginger is second ingredient, they were good. These were a real let down.<br />The vendor was very gracious and allowed me to return them for a full refund.",ordered came found ginger th ingredient taste ginger purchased brands ginger second ingredient good real let br vendor gracious allowed return full refund,Positive
I've tried other tripaks for my 4 oz popper but keep coming back to great northern. I don't mind spending more to get better popcorn but as of yet I haven't found anything that was worth the higher price. The premeasured tri-paks are simple to use and insure a consistent quality.,tried tripaks oz popper keep coming back great northern mind spending get better popcorn yet found anything worth higher price premeasured tri paks simple use insure consistent quality,Positive
"Great product.  Great taste.  Great choice.  The K-cups make it even better.  So convenient.  Great invention!<br />Will definitly buy this product again, and again.",great product great taste great choice k cups make even better convenient great invention br definitly buy product,Positive
"Great product, extremely fresh.  A must have for fresh ice cream and creme brulee.  Will order again soon.  Excellent product.",great product extremely fresh must fresh ice cream creme brulee order soon excellent product,Positive
"I use this base all the time but buy it at a local grocery for under $4.  If it weren't overpriced on Amazon, I'd buy it.",use base time buy local grocery overpriced amazon buy,Positive
"I've tried just about every flavor out there that i can find of Izze Sparkling soda and I've loved every sip of it. Izze is a wonderful combination of juice and sparkling water. The blackberry flavor is a blend of grape, apple, lemon, raspberry and, of course, blackberry. The mixture together seems to taste as much like blackberry as popping a fresh punch of blackberries into your mouth.<br /><br />The sweetness is the natural sweetness of fruit, and there is nothing added to make it artificial tasting. This is a super substitute for ordinary sodas. It's a much healthier choice!<br /><br />Very highly recommended!",tried every flavor find izze sparkling soda loved every sip izze wonderful combination juice sparkling water blackberry flavor blend grape apple lemon raspberry course blackberry mixture together seems taste much like blackberry popping fresh punch blackberries mouth br br sweetness natural sweetness fruit nothing added make artificial tasting super substitute ordinary sodas much healthier choice br br highly recommended,Positive
This vanilla is delicious in all my recipes. It came right on time and was well-packaged. It is a good price for the quantity and great quality also.,vanilla delicious recipes came right time well packaged good price quantity great quality also,Positive
"This set comes with four different coffees.  Here's my feedback on each.<br /><br />Green Mountain Nantucket Blend: This is probably the best of the bunch.  Just an all around good coffee without being overly rich or laced with any extra flavors.  It smells great and tastes smooth.<br /><br />Newman's Own Organics Special Blend: This is my second favorite.  Paul may be known for his salad dressing, but he also makes a good cuppa.<br /><br />Caribou Blend: No complaints, but it's nothing special.  Just a regular run of the mill coffee.<br /><br />Tully's French Roast: This is my least favorite of the bunch.  The coffee seems a bit watery and bland.  I never have been a fan of French roast so that may weigh in on my opinion.<br /><br />Overall this is a good collection of K-cups for your morning coffee fix.  Perfect for someone who doesn't want any flavored or frilly coffee, just a straight up good cup of Joe.",set comes four different coffees feedback br br green mountain nantucket blend probably best bunch around good coffee without overly rich laced extra flavors smells great tastes smooth br br newman organics special blend second favorite paul may known salad dressing also makes good cuppa br br caribou blend complaints nothing special regular run mill coffee br br tully french roast least favorite bunch coffee seems bit watery bland never fan french roast may weigh opinion br br overall good collection k cups morning coffee fix perfect someone want flavored frilly coffee straight good cup joe,Positive
"I love having something in my pantry I can take out and munch on without guilt--this is exactly my kind of snack.<br /><br />The best thing about Healthy Grains Clusters is how healthy they are. They're made with whole grains, including quinoa, one of the healthiest grains out there. The flax seeds are an excellent way to get important omega-3 fatty acids into your system.They're also a very good source of fiber. Best of all, they're made with all-natural ingredients.<br /><br />Besides being good for your diet, these crunchy clusters are addictively good--both by themselves and as a yogurt topping. I wasn't sure how'd they would actually taste, as I've had plenty of bland health foods. They turned out to be one of my new favorite snacks!<br /><br />Overall, this is an excellent granola that satisfies your sweet tooth.",love something pantry take munch without guilt exactly kind snack br br best thing healthy grains clusters healthy made whole grains including quinoa one healthiest grains flax seeds excellent way get important omega fatty acids system also good source fiber best made natural ingredients br br besides good diet crunchy clusters addictively good yogurt topping sure would actually taste plenty bland health foods turned one new favorite snacks br br overall excellent granola satisfies sweet tooth,Positive
TULLY'S COFFEE IS A WONDERFUL BLEND!  It tastes great and is the first thing I head for when I wake up in  the morning.  The 24 K-Cups for Keurig offers a variety of blends.  I was surprised to see that Amazon carried this product. If you're looking for anything try Amazon first.,tully coffee wonderful blend tastes great first thing head wake morning k cups keurig offers variety blends surprised see amazon carried product looking anything try amazon first,Positive
This is one of the best hot sauces I've ever had!  It complements most meats and snacks like natchos and chips!,one best hot sauces ever complements meats snacks like natchos chips,Positive
After trying several different types of whole grain pastas - this is it! Even my picky 15yo son loves it.  This is now the only pasta we ever use!,trying several different types whole grain pastas even picky yo son loves pasta ever use,Positive
"These are decent ... and MUCH better than the other think thin bars. However, the #1 ingredient is PEANUTs. I'm not sure that ""mixed nuts"" is apt but it's tasty for being so low in sodium (90mg) & sugars (3g) and gluten-free. I'd buy them again but would wait until they're on sale.<br /><br />Nutrition: 190 cal, 11g fat, 10g protein, 5g fiber<br /><br />Major Ingredients: Peanuts, soy crisps, almonds, chickory extract, cashews, maltitol, brown rice syrup, honey, soy lecithin, flavoring, salt.",decent much better think thin bars however ingredient peanuts sure mixed nuts apt tasty low sodium mg sugars g gluten free buy would wait sale br br nutrition cal g fat g protein g fiber br br major ingredients peanuts soy crisps almonds chickory extract cashews maltitol brown rice syrup honey soy lecithin flavoring salt,Positive
This has got to be the best black licorice in the world as I consider myself quite the connoisseur of this fine product!,got best black licorice world consider quite connoisseur fine product,Positive
These are the best crunchy granola bars I've tasted. They are excellent alone or with a nice cup of coffee. Highly recommended!,best crunchy granola bars tasted excellent alone nice cup coffee highly recommended,Positive
